"","Gene_ID","exons.x","genes.x","introns.x","exons.y","genes.y","introns.y"
"1657","ENSMUSG00000081434",17,0,0,NA,NA,NA
"1658","ENSMUSG00000059361",2061,0,0,0,96,0
"1659","ENSMUSG00000051817",354,0,0,0,354,0
"1660","ENSMUSG00000074682",169,0,0,0,169,0
"1661","ENSMUSG00000032680",52,0,0,0,118,0
"1662","ENSMUSG00000088139",4,0,0,NA,NA,NA
"1663","ENSMUSG00000083230",2,0,0,0,2,0
"1664","ENSMUSG00000082689",1,0,0,0,1,0
"1665","ENSMUSG00000049560",1,0,0,0,1,0
"1666","ENSMUSG00000090485",1,0,0,0,1,0
"1667","ENSMUSG00000000359",8,0,0,0,10,0
"1668","ENSMUSG00000087148",13,0,0,0,13,0
"1669","ENSMUSG00000019188",1156,0,0,0,1597,0
"1670","ENSMUSG00000042814",124,0,0,NA,NA,NA
"1671","ENSMUSG00000042745",127,0,0,0,127,0
"1672","ENSMUSG00000009876",25,0,0,0,28,0
"1673","ENSMUSG00000093306",1,0,0,0,1,0
"1674","ENSMUSG00000007659",1699,0,0,0,1866,0
"1675","ENSMUSG00000027469",99,0,0,0,110,0
"1676","ENSMUSG00000074676",5,0,0,0,5,0
"1677","ENSMUSG00000042662",241,0,0,0,283,0
"1678","ENSMUSG00000074673",25,0,0,0,54,0
"1679","ENSMUSG00000027472",828,0,0,0,934,0
"1680","ENSMUSG00000042631",61,0,0,0,82,0
"1681","ENSMUSG00000027474",68,0,0,0,126,0
"1682","ENSMUSG00000003283",48,0,0,0,104,0
"1683","ENSMUSG00000068040",1887,0,0,0,2078,0
"1684","ENSMUSG00000074671",765,0,0,0,765,0
"1685","ENSMUSG00000051413",263,0,0,0,301,0
"1686","ENSMUSG00000046020",605,0,0,0,776,0
"1687","ENSMUSG00000027475",1442,0,0,0,1509,0
"1688","ENSMUSG00000073236",140,0,0,0,176,0
"1689","ENSMUSG00000042548",1101,0,0,0,1396,0
"1690","ENSMUSG00000061411",864,0,0,0,1172,0
"1691","ENSMUSG00000082283",2,0,0,NA,NA,NA
"1692","ENSMUSG00000079001",3,0,0,NA,NA,NA
"1693","ENSMUSG00000056941",357,0,0,0,397,0
"1694","ENSMUSG00000027478",21,0,0,0,34,0
"1695","ENSMUSG00000027479",1914,0,0,0,2027,0
"1696","ENSMUSG00000044083",8,0,0,0,921,0
"1697","ENSMUSG00000083097",302,0,0,NA,NA,NA
"1698","ENSMUSG00000068009",1,0,0,0,1,0
"1699","ENSMUSG00000068008",1,0,0,0,1,0
"1700","ENSMUSG00000074665",1,0,0,0,1,0
"1701","ENSMUSG00000081013",2,0,0,0,2,0
"1702","ENSMUSG00000027483",2,0,0,0,2,0
"1703","ENSMUSG00000027485",5,0,0,0,7,0
"1704","ENSMUSG00000038572",2,0,0,0,4,0
"1705","ENSMUSG00000067998",3,0,0,0,6,0
"1706","ENSMUSG00000083732",3,0,0,0,3,0
"1707","ENSMUSG00000067996",3,0,0,0,6,0
"1708","ENSMUSG00000027487",200,0,0,0,484,0
"1709","ENSMUSG00000027488",359,0,0,0,538,0
"1710","ENSMUSG00000038533",1081,0,0,0,1231,0
"1711","ENSMUSG00000027489",303,0,0,0,307,0
"1712","ENSMUSG00000038523",13,0,0,NA,NA,NA
"1713","ENSMUSG00000078129",14,0,0,NA,NA,NA
"1714","ENSMUSG00000027490",147,0,0,0,153,0
"1715","ENSMUSG00000000876",215,0,0,0,301,0
"1716","ENSMUSG00000097602",4,0,0,0,4,0
"1717","ENSMUSG00000059842",142,0,0,0,187,0
"1718","ENSMUSG00000085483",1,0,0,NA,NA,NA
"1719","ENSMUSG00000038467",2410,0,0,0,2494,0
"1720","ENSMUSG00000082064",25,0,0,0,25,0
"1721","ENSMUSG00000027593",1091,0,0,0,4,0
"1722","ENSMUSG00000074656",1216,0,0,NA,NA,NA
"1723","ENSMUSG00000084897",5,0,0,NA,NA,NA
"1724","ENSMUSG00000027597",716,0,0,0,702,0
"1725","ENSMUSG00000109877",3,0,0,0,15,0
"1726","ENSMUSG00000027598",1496,0,0,0,1779,0
"1727","ENSMUSG00000082596",5,0,0,NA,NA,NA
"1728","ENSMUSG00000047459",1265,0,0,0,1433,0
"1729","ENSMUSG00000027602",1310,0,0,0,1312,0
"1730","ENSMUSG00000038383",436,0,0,0,607,0
"1731","ENSMUSG00000038375",3762,0,0,0,3794,0
"1732","ENSMUSG00000038369",1585,0,0,0,2120,0
"1733","ENSMUSG00000080237",20,0,0,NA,NA,NA
"1734","ENSMUSG00000027603",1598,0,0,0,2035,0
"1735","ENSMUSG00000027605",742,0,0,0,547,0
"1736","ENSMUSG00000086529",5,0,0,NA,NA,NA
"1737","ENSMUSG00000027610",320,0,0,0,33,0
"1738","ENSMUSG00000085317",5,0,0,NA,NA,NA
"1739","ENSMUSG00000085010",2,0,0,0,20,0
"1740","ENSMUSG00000087616",18,0,0,NA,NA,NA
"1741","ENSMUSG00000074652",130,0,0,0,138,0
"1742","ENSMUSG00000038324",2653,0,0,0,2860,0
"1743","ENSMUSG00000038312",383,0,0,0,536,0
"1744","ENSMUSG00000027611",9,0,0,0,9,0
"1745","ENSMUSG00000027612",713,0,0,0,854,0
"1746","ENSMUSG00000074649",541,0,0,0,541,0
"1747","ENSMUSG00000027613",518,0,0,0,558,0
"1748","ENSMUSG00000074647",3,0,0,0,3,0
"1749","ENSMUSG00000005882",859,0,0,0,1022,0
"1750","ENSMUSG00000038259",2,0,0,0,2,0
"1751","ENSMUSG00000038241",722,0,0,0,237,0
"1752","ENSMUSG00000074646",36,0,0,0,44,0
"1753","ENSMUSG00000005881",1466,0,0,0,1758,0
"1754","ENSMUSG00000013338",2,0,0,0,2,0
"1755","ENSMUSG00000038180",41,0,0,0,41,0
"1756","ENSMUSG00000074643",13,0,0,NA,NA,NA
"1757","ENSMUSG00000098950",2,0,0,0,3,0
"1758","ENSMUSG00000103285",29,0,0,NA,NA,NA
"1759","ENSMUSG00000089824",313,0,0,NA,NA,NA
"1760","ENSMUSG00000027618",627,0,0,0,560,0
"1761","ENSMUSG00000067847",391,0,0,0,397,0
"1762","ENSMUSG00000027620",5086,0,0,0,6985,0
"1763","ENSMUSG00000038116",1673,0,0,0,1926,0
"1764","ENSMUSG00000046229",61,0,0,0,61,0
"1765","ENSMUSG00000038085",83,0,0,0,538,0
"1766","ENSMUSG00000085546",7,0,0,NA,NA,NA
"1767","ENSMUSG00000082321",75,0,0,NA,NA,NA
"1768","ENSMUSG00000087323",2,0,0,0,5,0
"1769","ENSMUSG00000084017",1,0,0,0,1,0
"1770","ENSMUSG00000102869",27670,0,0,0,27670,0
"1771","ENSMUSG00000027624",11208,0,0,0,12994,0
"1772","ENSMUSG00000086872",2,0,0,NA,NA,NA
"1773","ENSMUSG00000085524",3,0,0,NA,NA,NA
"1774","ENSMUSG00000027628",730,0,0,0,775,0
"1775","ENSMUSG00000055494",50,0,0,0,62,0
"1776","ENSMUSG00000086118",88,0,0,0,92,0
"1777","ENSMUSG00000061689",3795,0,0,0,4588,0
"1778","ENSMUSG00000087508",7,0,0,NA,NA,NA
"1779","ENSMUSG00000083498",5,0,0,NA,NA,NA
"1780","ENSMUSG00000086638",13,0,0,NA,NA,NA
"1781","ENSMUSG00000067818",216,0,0,0,219,0
"1782","ENSMUSG00000082196",1,0,0,0,1,0
"1783","ENSMUSG00000087179",4,0,0,0,7,0
"1784","ENSMUSG00000062175",19,0,0,0,14,0
"1785","ENSMUSG00000085741",29,0,0,0,76,0
"1786","ENSMUSG00000102323",1,0,0,NA,NA,NA
"1787","ENSMUSG00000074629",35,0,0,NA,NA,NA
"1788","ENSMUSG00000098755",2,0,0,NA,NA,NA
"1789","ENSMUSG00000027637",172,0,0,0,278,0
"1790","ENSMUSG00000027636",12,0,0,0,14,0
"1791","ENSMUSG00000080880",16,0,0,0,31,0
"1792","ENSMUSG00000083831",2,0,0,NA,NA,NA
"1793","ENSMUSG00000081616",1,0,0,NA,NA,NA
"1794","ENSMUSG00000027634",5723,0,0,0,5966,0
"1795","ENSMUSG00000098750",1,0,0,NA,NA,NA
"1796","ENSMUSG00000082163",23,0,0,0,23,0
"1797","ENSMUSG00000027635",70,0,0,0,77,0
"1798","ENSMUSG00000055485",817,0,0,0,910,0
"1799","ENSMUSG00000027639",528,0,0,0,577,0
"1800","ENSMUSG00000027641",47,0,0,0,78,0
"1801","ENSMUSG00000074627",22,0,0,0,51,0
"1802","ENSMUSG00000027642",2108,0,0,0,2402,0
"1803","ENSMUSG00000027643",2,0,0,0,5,0
"1804","ENSMUSG00000063019",528,0,0,0,794,0
"1805","ENSMUSG00000027646",1501,0,0,0,1805,0
"1806","ENSMUSG00000081740",76,0,0,0,76,0
"1807","ENSMUSG00000082329",1006,0,0,0,1006,0
"1808","ENSMUSG00000087445",72,0,0,0,76,0
"1809","ENSMUSG00000067787",1871,0,0,0,2143,0
"1810","ENSMUSG00000067786",3347,0,0,NA,NA,NA
"1811","ENSMUSG00000027649",558,0,0,0,938,0
"1812","ENSMUSG00000062846",223,0,0,0,223,0
"1813","ENSMUSG00000037843",771,0,0,0,1020,0
"1814","ENSMUSG00000027650",429,0,0,0,540,0
"1815","ENSMUSG00000027651",593,0,0,0,258,0
"1816","ENSMUSG00000037820",228,0,0,0,52,0
"1817","ENSMUSG00000037813",173,0,0,0,235,0
"1818","ENSMUSG00000052922",1,0,0,0,1,0
"1819","ENSMUSG00000016024",43,0,0,0,46,0
"1820","ENSMUSG00000085385",256,0,0,0,257,0
"1821","ENSMUSG00000044349",33655,0,0,0,33869,0
"1822","ENSMUSG00000064585",55,0,0,NA,NA,NA
"1823","ENSMUSG00000027652",3701,0,0,0,4070,0
"1824","ENSMUSG00000081800",1,0,0,NA,NA,NA
"1825","ENSMUSG00000084644",5,0,0,NA,NA,NA
"1826","ENSMUSG00000044405",2,0,0,0,4,0
"1827","ENSMUSG00000074625",36,0,0,0,85,0
"1828","ENSMUSG00000086496",402,0,0,0,534,0
"1829","ENSMUSG00000037771",3631,0,0,0,3637,0
"1830","ENSMUSG00000087563",4,0,0,NA,NA,NA
"1831","ENSMUSG00000037761",189,0,0,0,257,0
"1832","ENSMUSG00000037754",5151,0,0,0,5864,0
"1833","ENSMUSG00000027654",106,0,0,0,134,0
"1834","ENSMUSG00000027655",383,0,0,0,620,0
"1835","ENSMUSG00000074623",2,0,0,0,5,0
"1836","ENSMUSG00000074622",253,0,0,0,253,0
"1837","ENSMUSG00000070544",2255,0,0,0,2507,0
"1838","ENSMUSG00000016933",1732,0,0,0,153,0
"1839","ENSMUSG00000098889",15,0,0,NA,NA,NA
"1840","ENSMUSG00000035877",1836,0,0,0,823,0
"1841","ENSMUSG00000085303",2,0,0,0,13,0
"1842","ENSMUSG00000081854",2,0,0,NA,NA,NA
"1843","ENSMUSG00000027412",23,0,0,0,30,0
"1844","ENSMUSG00000050700",1,0,0,0,2,0
"1845","ENSMUSG00000057133",2574,0,0,0,3245,0
"1846","ENSMUSG00000109780",49,0,0,0,54,0
"1847","ENSMUSG00000081151",1,0,0,0,1,0
"1848","ENSMUSG00000083374",23,0,0,0,23,0
"1849","ENSMUSG00000053141",4251,0,0,0,5368,0
"1850","ENSMUSG00000054457",45,0,0,0,89,0
"1851","ENSMUSG00000087536",14,0,0,0,14,0
"1852","ENSMUSG00000083567",13,0,0,0,13,0
"1853","ENSMUSG00000016921",2461,0,0,0,2466,0
"1854","ENSMUSG00000035576",177,0,0,0,329,0
"1855","ENSMUSG00000017868",40,0,0,0,53,0
"1856","ENSMUSG00000017858",684,0,0,0,812,0
"1857","ENSMUSG00000017861",58,0,0,0,106,0
"1858","ENSMUSG00000086152",2,0,0,0,3,0
"1859","ENSMUSG00000074607",403,0,0,0,550,0
"1860","ENSMUSG00000017817",21,0,0,0,25,0
"1861","ENSMUSG00000035399",256,0,0,0,317,0
"1862","ENSMUSG00000099632",31,0,0,NA,NA,NA
"1863","ENSMUSG00000017943",970,0,0,0,1171,0
"1864","ENSMUSG00000048486",485,0,0,0,494,0
"1865","ENSMUSG00000053353",4,0,0,NA,NA,NA
"1866","ENSMUSG00000017679",1380,0,0,0,1620,0
"1867","ENSMUSG00000017707",4955,0,0,0,5157,0
"1868","ENSMUSG00000058812",2,0,0,0,1,0
"1869","ENSMUSG00000035268",902,0,0,0,1170,0
"1870","ENSMUSG00000087129",10,0,0,NA,NA,NA
"1871","ENSMUSG00000017697",35,0,0,0,100,0
"1872","ENSMUSG00000027656",1,0,0,0,1,0
"1873","ENSMUSG00000035226",1462,0,0,0,1537,0
"1874","ENSMUSG00000018326",9789,0,0,0,9959,0
"1875","ENSMUSG00000054582",13,0,0,0,18,0
"1876","ENSMUSG00000018322",1034,0,0,0,1181,0
"1877","ENSMUSG00000018209",975,0,0,0,1151,0
"1878","ENSMUSG00000085538",2,0,0,NA,NA,NA
"1879","ENSMUSG00000084446",6,0,0,0,6,0
"1880","ENSMUSG00000040164",25,0,0,0,26,0
"1881","ENSMUSG00000085649",1,0,0,0,1,0
"1882","ENSMUSG00000017002",8,0,0,0,35,0
"1883","ENSMUSG00000016995",192,0,0,0,208,0
"1884","ENSMUSG00000017007",24,0,0,0,20,0
"1885","ENSMUSG00000017009",965,0,0,0,1021,0
"1886","ENSMUSG00000045503",383,0,0,0,23,0
"1887","ENSMUSG00000085760",4,0,0,NA,NA,NA
"1888","ENSMUSG00000017720",12,0,0,NA,NA,NA
"1889","ENSMUSG00000017734",1358,0,0,0,1186,0
"1890","ENSMUSG00000017721",1352,0,0,0,1409,0
"1891","ENSMUSG00000086179",1,0,0,0,5,0
"1892","ENSMUSG00000074595",1,0,0,0,1,0
"1893","ENSMUSG00000076434",14,0,0,0,28,0
"1894","ENSMUSG00000017299",271,0,0,0,176,0
"1895","ENSMUSG00000086453",5,0,0,0,1,0
"1896","ENSMUSG00000088226",10,0,0,NA,NA,NA
"1897","ENSMUSG00000001403",22,0,0,0,22,0
"1898","ENSMUSG00000050373",454,0,0,0,451,0
"1899","ENSMUSG00000017307",197,0,0,0,338,0
"1900","ENSMUSG00000045822",139,0,0,0,249,0
"1901","ENSMUSG00000017764",337,0,0,0,321,0
"1902","ENSMUSG00000017767",4,0,0,0,6,0
"1903","ENSMUSG00000039873",23,0,0,0,19,0
"1904","ENSMUSG00000017760",1530,0,0,0,1540,0
"1905","ENSMUSG00000017754",737,0,0,0,826,0
"1906","ENSMUSG00000039849",908,0,0,0,892,0
"1907","ENSMUSG00000039834",435,0,0,0,512,0
"1908","ENSMUSG00000085436",45,0,0,0,180,0
"1909","ENSMUSG00000017737",15,0,0,0,19,0
"1910","ENSMUSG00000017740",10498,0,0,0,11161,0
"1911","ENSMUSG00000039804",1103,0,0,0,1555,0
"1912","ENSMUSG00000017652",7,0,0,0,18,0
"1913","ENSMUSG00000053166",548,0,0,0,822,0
"1914","ENSMUSG00000086630",7,0,0,NA,NA,NA
"1915","ENSMUSG00000017664",741,0,0,0,871,0
"1916","ENSMUSG00000017670",2322,0,0,0,2663,0
"1917","ENSMUSG00000056824",2,0,0,0,4,0
"1918","ENSMUSG00000017667",605,0,0,0,657,0
"1919","ENSMUSG00000027670",1,0,0,0,1,0
"1920","ENSMUSG00000018459",235,0,0,0,233,0
"1921","ENSMUSG00000039725",217,0,0,0,223,0
"1922","ENSMUSG00000027661",32,0,0,0,54,0
"1923","ENSMUSG00000017897",26,0,0,0,58,0
"1924","ENSMUSG00000081758",3,0,0,NA,NA,NA
"1925","ENSMUSG00000039671",2214,0,0,0,3304,0
"1926","ENSMUSG00000085274",26,0,0,NA,NA,NA
"1927","ENSMUSG00000086820",4,0,0,NA,NA,NA
"1928","ENSMUSG00000027678",973,0,0,0,1125,0
"1929","ENSMUSG00000006800",1556,0,0,0,1789,0
"1930","ENSMUSG00000084840",5,0,0,0,25,0
"1931","ENSMUSG00000085129",5,0,0,0,8,0
"1932","ENSMUSG00000085682",11,0,0,0,23,0
"1933","ENSMUSG00000039621",2260,0,0,0,2725,0
"1934","ENSMUSG00000093063",2,0,0,NA,NA,NA
"1935","ENSMUSG00000089145",7,0,0,NA,NA,NA
"1936","ENSMUSG00000042854",107,0,0,0,109,0
"1937","ENSMUSG00000074582",1661,0,0,0,1993,0
"1938","ENSMUSG00000002718",1219,0,0,0,1370,0
"1939","ENSMUSG00000090397",16,0,0,NA,NA,NA
"1940","ENSMUSG00000039536",1198,0,0,0,1302,0
"1941","ENSMUSG00000017999",528,0,0,0,615,0
"1942","ENSMUSG00000039501",1703,0,0,0,1784,0
"1943","ENSMUSG00000074578",270,0,0,0,287,0
"1944","ENSMUSG00000077565",5,0,0,NA,NA,NA
"1945","ENSMUSG00000050556",4378,0,0,0,4628,0
"1946","ENSMUSG00000085151",87,0,0,0,91,0
"1947","ENSMUSG00000017969",50,0,0,0,275,0
"1948","ENSMUSG00000086098",14,0,0,NA,NA,NA
"1949","ENSMUSG00000017929",757,0,0,0,955,0
"1950","ENSMUSG00000039463",665,0,0,0,838,0
"1951","ENSMUSG00000047030",949,0,0,0,987,0
"1952","ENSMUSG00000006418",915,0,0,0,1276,0
"1953","ENSMUSG00000042821",5,0,0,0,5,0
"1954","ENSMUSG00000078923",20,0,0,NA,NA,NA
"1955","ENSMUSG00000090213",420,0,0,0,91,0
"1956","ENSMUSG00000093476",1,0,0,NA,NA,NA
"1957","ENSMUSG00000085914",5,0,0,NA,NA,NA
"1958","ENSMUSG00000056501",7,0,0,0,6,0
"1959","ENSMUSG00000006462",1,0,0,0,3,0
"1960","ENSMUSG00000084797",5,0,0,0,18,0
"1961","ENSMUSG00000087624",3,0,0,0,3,0
"1962","ENSMUSG00000027540",921,0,0,0,1204,0
"1963","ENSMUSG00000074577",8,0,0,0,9,0
"1964","ENSMUSG00000044641",113,0,0,0,133,0
"1965","ENSMUSG00000118526",1,0,0,0,14,0
"1966","ENSMUSG00000092923",1,0,0,0,1,0
"1967","ENSMUSG00000051149",33,0,0,NA,NA,NA
"1968","ENSMUSG00000093752",4,0,0,0,39,0
"1969","ENSMUSG00000078919",327,0,0,0,6,0
"1970","ENSMUSG00000074576",110,0,0,0,110,0
"1971","ENSMUSG00000074575",620,0,0,0,699,0
"1972","ENSMUSG00000027544",492,0,0,0,806,0
"1973","ENSMUSG00000027546",6981,0,0,0,7416,0
"1974","ENSMUSG00000105496",2,0,0,NA,NA,NA
"1975","ENSMUSG00000027547",4,0,0,0,5,0
"1976","ENSMUSG00000027551",249,0,0,0,359,0
"1977","ENSMUSG00000086348",1,0,0,0,1,0
"1978","ENSMUSG00000086658",2,0,0,0,2,0
"1979","ENSMUSG00000052368",5,0,0,0,5,0
"1980","ENSMUSG00000103662",6,0,0,0,6,0
"1981","ENSMUSG00000047907",448,0,0,0,631,0
"1982","ENSMUSG00000052056",63,0,0,0,75,0
"1983","ENSMUSG00000084013",101,0,0,0,101,0
"1984","ENSMUSG00000013523",2616,0,0,0,2522,0
"1985","ENSMUSG00000086999",36,0,0,NA,NA,NA
"1986","ENSMUSG00000086970",9,0,0,NA,NA,NA
"1987","ENSMUSG00000084067",70,0,0,0,70,0
"1988","ENSMUSG00000052033",276,0,0,0,311,0
"1989","ENSMUSG00000085495",3,0,0,NA,NA,NA
"1990","ENSMUSG00000085225",6,0,0,0,7,0
"1991","ENSMUSG00000043583",8,0,0,0,12,0
"1992","ENSMUSG00000027560",229,0,0,0,413,0
"1993","ENSMUSG00000067578",175,0,0,0,179,0
"1994","ENSMUSG00000038537",31,0,0,0,31,0
"1995","ENSMUSG00000085905",1,0,0,0,2,0
"1996","ENSMUSG00000027495",671,0,0,0,685,0
"1997","ENSMUSG00000027496",45,0,0,0,50,0
"1998","ENSMUSG00000027498",427,0,0,0,505,0
"1999","ENSMUSG00000074570",25,0,0,0,7,0
"2000","ENSMUSG00000087633",11,0,0,0,27,0
"2001","ENSMUSG00000027502",1091,0,0,0,1165,0
"2002","ENSMUSG00000074569",14,0,0,NA,NA,NA
"2003","ENSMUSG00000027505",2,0,0,0,3,0
"2004","ENSMUSG00000081344",264,0,0,0,264,0
"2005","ENSMUSG00000028640",2,0,0,0,2,0
"2006","ENSMUSG00000008999",155,0,0,0,178,0
"2007","ENSMUSG00000005883",3,0,0,0,5,0
"2008","ENSMUSG00000027509",595,0,0,0,810,0
"2009","ENSMUSG00000027510",27,0,0,0,7,0
"2010","ENSMUSG00000087442",3,0,0,NA,NA,NA
"2011","ENSMUSG00000070495",5,0,0,0,5,0
"2012","ENSMUSG00000087382",1,0,0,0,1,0
"2013","ENSMUSG00000027513",2,0,0,0,2,0
"2014","ENSMUSG00000027514",10,0,0,0,18,0
"2015","ENSMUSG00000038400",1380,0,0,0,1792,0
"2016","ENSMUSG00000087600",1,0,0,0,1,0
"2017","ENSMUSG00000027518",1,0,0,0,1,0
"2018","ENSMUSG00000055897",392,0,0,0,593,0
"2019","ENSMUSG00000027519",1189,0,0,0,1268,0
"2020","ENSMUSG00000054455",2516,0,0,0,2867,0
"2021","ENSMUSG00000118399",1,0,0,NA,NA,NA
"2022","ENSMUSG00000085938",1,0,0,0,6,0
"2023","ENSMUSG00000027522",2089,0,0,0,2944,0
"2024","ENSMUSG00000039263",203,0,0,0,246,0
"2025","ENSMUSG00000074555",11,0,0,0,29,0
"2026","ENSMUSG00000065521",1,0,0,0,1,0
"2027","ENSMUSG00000086537",2,0,0,0,2,0
"2028","ENSMUSG00000027523",699,0,0,0,569,0
"2029","ENSMUSG00000090625",1,0,0,NA,NA,NA
"2030","ENSMUSG00000016253",578,0,0,0,628,0
"2031","ENSMUSG00000016256",691,0,0,0,804,0
"2032","ENSMUSG00000016252",1145,0,0,0,1153,0
"2033","ENSMUSG00000016257",582,0,0,0,606,0
"2034","ENSMUSG00000050600",875,0,0,0,1107,0
"2035","ENSMUSG00000027524",90,0,0,0,99,0
"2036","ENSMUSG00000078906",24,0,0,0,62,0
"2037","ENSMUSG00000085608",2,0,0,0,2,0
"2038","ENSMUSG00000082112",9,0,0,0,15,0
"2039","ENSMUSG00000078905",7,0,0,0,24,0
"2040","ENSMUSG00000084050",8,0,0,NA,NA,NA
"2041","ENSMUSG00000080888",87,0,0,0,209,0
"2042","ENSMUSG00000081949",16,0,0,0,48,0
"2043","ENSMUSG00000090093",602,0,0,0,1147,0
"2044","ENSMUSG00000087588",11,0,0,0,11,0
"2045","ENSMUSG00000078902",136,0,0,0,202,0
"2046","ENSMUSG00000078903",510,0,0,0,883,0
"2047","ENSMUSG00000082376",5,0,0,0,7,0
"2048","ENSMUSG00000084323",14,0,0,0,14,0
"2049","ENSMUSG00000078901",591,0,0,0,668,0
"2050","ENSMUSG00000085699",7,0,0,0,7,0
"2051","ENSMUSG00000078899",1433,0,0,0,2240,0
"2052","ENSMUSG00000078898",437,0,0,0,673,0
"2053","ENSMUSG00000095231",9,0,0,0,9,0
"2054","ENSMUSG00000078897",1320,0,0,0,1569,0
"2055","ENSMUSG00000078896",474,0,0,0,838,0
"2056","ENSMUSG00000094475",662,0,0,0,1411,0
"2057","ENSMUSG00000084852",9,0,0,0,9,0
"2058","ENSMUSG00000095545",260,0,0,0,599,0
"2059","ENSMUSG00000094932",664,0,0,0,1332,0
"2060","ENSMUSG00000085366",6,0,0,0,6,0
"2061","ENSMUSG00000078889",594,0,0,0,672,0
"2062","ENSMUSG00000083481",15,0,0,0,15,0
"2063","ENSMUSG00000078887",443,0,0,0,543,0
"2064","ENSMUSG00000085288",6,0,0,0,6,0
"2065","ENSMUSG00000089756",438,0,0,0,748,0
"2066","ENSMUSG00000078886",1502,0,0,0,2036,0
"2067","ENSMUSG00000078891",59,0,0,0,186,0
"2068","ENSMUSG00000085103",7,0,0,0,10,0
"2069","ENSMUSG00000095648",192,0,0,0,373,0
"2070","ENSMUSG00000086367",2,0,0,0,4,0
"2071","ENSMUSG00000078894",321,0,0,0,447,0
"2072","ENSMUSG00000094108",162,0,0,0,162,0
"2073","ENSMUSG00000084858",68,0,0,0,128,0
"2074","ENSMUSG00000078895",7,0,0,0,9,0
"2075","ENSMUSG00000089951",341,0,0,0,780,0
"2076","ENSMUSG00000086489",6,0,0,0,6,0
"2077","ENSMUSG00000078881",1391,0,0,0,1630,0
"2078","ENSMUSG00000095199",579,0,0,0,870,0
"2079","ENSMUSG00000094360",9,0,0,0,9,0
"2080","ENSMUSG00000078880",1358,0,0,0,2609,0
"2081","ENSMUSG00000078879",442,0,0,0,2212,0
"2082","ENSMUSG00000078878",941,0,0,0,964,0
"2083","ENSMUSG00000081003",2,0,0,0,2,0
"2084","ENSMUSG00000081599",2,0,0,0,2,0
"2085","ENSMUSG00000078877",614,0,0,0,722,0
"2086","ENSMUSG00000078876",7,0,0,0,20,0
"2087","ENSMUSG00000083170",63,0,0,0,129,0
"2088","ENSMUSG00000074527",1008,0,0,0,1713,0
"2089","ENSMUSG00000081326",3,0,0,0,4,0
"2090","ENSMUSG00000078875",336,0,0,0,440,0
"2091","ENSMUSG00000083317",7,0,0,0,28,0
"2092","ENSMUSG00000083111",111,0,0,0,169,0
"2093","ENSMUSG00000078872",8,0,0,0,44,0
"2094","ENSMUSG00000082023",5,0,0,NA,NA,NA
"2095","ENSMUSG00000082377",16,0,0,0,21,0
"2096","ENSMUSG00000082765",21,0,0,0,30,0
"2097","ENSMUSG00000082724",114,0,0,0,192,0
"2098","ENSMUSG00000081590",12,0,0,0,53,0
"2099","ENSMUSG00000078870",785,0,0,0,2050,0
"2100","ENSMUSG00000083817",4,0,0,0,14,0
"2101","ENSMUSG00000078869",7,0,0,0,9,0
"2102","ENSMUSG00000078868",84,0,0,0,113,0
"2103","ENSMUSG00000078867",150,0,0,0,224,0
"2104","ENSMUSG00000082343",3,0,0,0,3,0
"2105","ENSMUSG00000083619",15,0,0,0,15,0
"2106","ENSMUSG00000078866",356,0,0,0,786,0
"2107","ENSMUSG00000094786",71,0,0,0,129,0
"2108","ENSMUSG00000085513",2,0,0,0,2,0
"2109","ENSMUSG00000078865",21,0,0,0,71,0
"2110","ENSMUSG00000080709",2,0,0,0,2,0
"2111","ENSMUSG00000078864",155,0,0,0,334,0
"2112","ENSMUSG00000095362",631,0,0,0,950,0
"2113","ENSMUSG00000081574",4,0,0,0,5,0
"2114","ENSMUSG00000082901",9,0,0,0,9,0
"2115","ENSMUSG00000074521",150,0,0,0,126,0
"2116","ENSMUSG00000074529",33,0,0,0,297,0
"2117","ENSMUSG00000078862",643,0,0,0,1657,0
"2118","ENSMUSG00000083702",1,0,0,0,2,0
"2119","ENSMUSG00000074519",301,0,0,0,425,0
"2120","ENSMUSG00000078861",310,0,0,0,406,0
"2121","ENSMUSG00000027525",2497,0,0,0,3267,0
"2122","ENSMUSG00000060445",158,0,0,0,374,0
"2123","ENSMUSG00000049999",151,0,0,0,151,0
"2124","ENSMUSG00000070476",1098,0,0,0,1120,0
"2125","ENSMUSG00000039155",7,0,0,0,14,0
"2126","ENSMUSG00000061897",111,0,0,0,111,0
"2127","ENSMUSG00000000305",684,0,0,0,1283,0
"2128","ENSMUSG00000039117",548,0,0,0,998,0
"2129","ENSMUSG00000085704",43,0,0,0,45,0
"2130","ENSMUSG00000039108",1811,0,0,0,1990,0
"2131","ENSMUSG00000027566",1178,0,0,0,1255,0
"2132","ENSMUSG00000039086",1026,0,0,0,1155,0
"2133","ENSMUSG00000039069",301,0,0,0,399,0
"2134","ENSMUSG00000039059",2364,0,0,0,1253,0
"2135","ENSMUSG00000090589",51,0,0,NA,NA,NA
"2136","ENSMUSG00000039050",1218,0,0,0,1456,0
"2137","ENSMUSG00000039041",1256,0,0,0,1256,0
"2138","ENSMUSG00000015647",241,0,0,0,252,0
"2139","ENSMUSG00000039001",2652,0,0,0,2658,0
"2140","ENSMUSG00000092827",9,0,0,NA,NA,NA
