"","Gene_ID","exons.x","genes.x","introns.x","exons.y","genes.y","introns.y"
"2141","ENSMUSG00000038990",467,0,0,0,531,0
"2142","ENSMUSG00000084843",5,0,0,0,15,0
"2143","ENSMUSG00000038963",30,0,0,0,46,0
"2144","ENSMUSG00000027568",111,0,0,0,148,0
"2145","ENSMUSG00000027569",312,0,0,0,322,0
"2146","ENSMUSG00000049401",809,0,0,0,846,0
"2147","ENSMUSG00000027570",266,0,0,0,285,0
"2148","ENSMUSG00000038932",20,0,0,0,28,0
"2149","ENSMUSG00000038914",1599,0,0,0,1873,0
"2150","ENSMUSG00000027573",727,0,0,0,762,0
"2151","ENSMUSG00000023393",9,0,0,0,19,0
"2152","ENSMUSG00000045493",2,0,0,0,2,0
"2153","ENSMUSG00000074507",2,0,0,0,2,0
"2154","ENSMUSG00000086166",3,0,0,0,21,0
"2155","ENSMUSG00000085428",1,0,0,NA,NA,NA
"2156","ENSMUSG00000085728",1,0,0,NA,NA,NA
"2157","ENSMUSG00000098051",159,0,0,0,159,0
"2158","ENSMUSG00000038848",951,0,0,0,1094,0
"2159","ENSMUSG00000038840",2,0,0,0,3,0
"2160","ENSMUSG00000027574",245,0,0,0,308,0
"2161","ENSMUSG00000027575",1637,0,0,0,1723,0
"2162","ENSMUSG00000070461",264,0,0,0,226,0
"2163","ENSMUSG00000016356",124,0,0,0,215,0
"2164","ENSMUSG00000027577",298,0,0,0,359,0
"2165","ENSMUSG00000016346",11441,0,0,0,12769,0
"2166","ENSMUSG00000016349",13490,0,0,0,13697,0
"2167","ENSMUSG00000084696",1,0,0,0,1,0
"2168","ENSMUSG00000016344",615,0,0,0,615,0
"2169","ENSMUSG00000038751",4,0,0,0,4,0
"2170","ENSMUSG00000027579",4,0,0,0,5,0
"2171","ENSMUSG00000083993",9,0,0,0,9,0
"2172","ENSMUSG00000047841",1,0,0,0,1,0
"2173","ENSMUSG00000027580",150,0,0,0,152,0
"2174","ENSMUSG00000038705",364,0,0,0,510,0
"2175","ENSMUSG00000084033",22,0,0,0,22,0
"2176","ENSMUSG00000027581",4748,0,0,0,5054,0
"2177","ENSMUSG00000038685",455,0,0,0,535,0
"2178","ENSMUSG00000038671",550,0,0,0,637,0
"2179","ENSMUSG00000027582",1019,0,0,0,711,0
"2180","ENSMUSG00000090077",6,0,0,NA,NA,NA
"2181","ENSMUSG00000085028",197,0,0,0,199,0
"2182","ENSMUSG00000027583",153,0,0,0,277,0
"2183","ENSMUSG00000055882",2,0,0,0,2,0
"2184","ENSMUSG00000000827",932,0,0,0,1134,0
"2185","ENSMUSG00000088378",5,0,0,NA,NA,NA
"2186","ENSMUSG00000000826",6542,0,0,0,6653,0
"2187","ENSMUSG00000089917",345,0,0,0,409,0
"2188","ENSMUSG00000010492",53,0,0,NA,NA,NA
"2189","ENSMUSG00000000823",1558,0,0,0,802,0
"2190","ENSMUSG00000002455",1193,0,0,0,1373,0
"2191","ENSMUSG00000038605",235,0,0,NA,NA,NA
"2192","ENSMUSG00000108976",4,0,0,0,8,0
"2193","ENSMUSG00000046470",54,0,0,0,54,0
"2194","ENSMUSG00000059540",403,0,0,0,508,0
"2195","ENSMUSG00000002458",274,0,0,0,299,0
"2196","ENSMUSG00000027584",892,0,0,0,919,0
"2197","ENSMUSG00000082786",9,0,0,0,9,0
"2198","ENSMUSG00000010505",401,0,0,0,538,0
"2199","ENSMUSG00000027589",2124,0,0,0,3067,0
"2200","ENSMUSG00000038628",665,0,0,0,682,0
"2201","ENSMUSG00000083397",25,0,0,0,25,0
"2202","ENSMUSG00000085656",NA,NA,NA,0,1,0
"2203","ENSMUSG00000087125",NA,NA,NA,0,6,0
"2204","ENSMUSG00000086748",NA,NA,NA,0,1,0
"2205","ENSMUSG00000084901",NA,NA,NA,0,13,0
"2206","ENSMUSG00000087103",NA,NA,NA,0,2,0
"2207","ENSMUSG00000085680",NA,NA,NA,0,44,0
"2208","ENSMUSG00000025716",NA,NA,NA,0,298,0
"2209","ENSMUSG00000061809",NA,NA,NA,0,1,0
"2210","ENSMUSG00000118563",NA,NA,NA,0,48,0
"2211","ENSMUSG00000026943",NA,NA,NA,0,1,0
"2212","ENSMUSG00000036401",NA,NA,NA,0,5,0
"2213","ENSMUSG00000092356",NA,NA,NA,0,20,0
"2214","ENSMUSG00000098794",NA,NA,NA,0,94,0
"2215","ENSMUSG00000085275",NA,NA,NA,0,1,0
"2216","ENSMUSG00000085491",NA,NA,NA,0,3,0
"2217","ENSMUSG00000038765",NA,NA,NA,0,4,0
"2218","ENSMUSG00000079421",NA,NA,NA,0,3,0
"2219","ENSMUSG00000075377",NA,NA,NA,0,2,0
"2220","ENSMUSG00000084184",NA,NA,NA,0,1,0
"2221","ENSMUSG00000100135",NA,NA,NA,0,1,0
"2222","ENSMUSG00000085014",NA,NA,NA,0,1,0
"2223","ENSMUSG00000087518",NA,NA,NA,0,3,0
"2224","ENSMUSG00000085182",NA,NA,NA,0,2,0
"2225","ENSMUSG00000109667",NA,NA,NA,0,2,0
"2226","ENSMUSG00000085868",NA,NA,NA,0,4,0
"2227","ENSMUSG00000087205",NA,NA,NA,0,1,0
"2228","ENSMUSG00000075277",NA,NA,NA,0,4,0
"2229","ENSMUSG00000087353",NA,NA,NA,0,2,0
"2230","ENSMUSG00000085431",NA,NA,NA,0,2,0
"2231","ENSMUSG00000102286",NA,NA,NA,0,2,0
"2232","ENSMUSG00000084297",NA,NA,NA,0,1,0
"2233","ENSMUSG00000102082",NA,NA,NA,0,9,0
"2234","ENSMUSG00000080949",NA,NA,NA,0,3,0
"2235","ENSMUSG00000118570",NA,NA,NA,0,3,0
"2236","ENSMUSG00000101645",NA,NA,NA,0,1,0
"2237","ENSMUSG00000075223",NA,NA,NA,0,1,0
"2238","ENSMUSG00000075160",NA,NA,NA,0,1,0
"2239","ENSMUSG00000025839",NA,NA,NA,0,1,0
"2240","ENSMUSG00000081073",NA,NA,NA,0,3,0
"2241","ENSMUSG00000087197",NA,NA,NA,0,352,0
"2242","ENSMUSG00000084906",NA,NA,NA,0,2,0
"2243","ENSMUSG00000087032",NA,NA,NA,0,1,0
"2244","ENSMUSG00000086687",NA,NA,NA,0,5,0
"2245","ENSMUSG00000055312",NA,NA,NA,0,4,0
"2246","ENSMUSG00000086758",NA,NA,NA,0,5,0
"2247","ENSMUSG00000083320",NA,NA,NA,0,1,0
"2248","ENSMUSG00000027157",NA,NA,NA,0,1,0
"2249","ENSMUSG00000083059",NA,NA,NA,0,1,0
"2250","ENSMUSG00000096764",NA,NA,NA,0,11,0
"2251","ENSMUSG00000092201",NA,NA,NA,0,83,0
"2252","ENSMUSG00000084785",NA,NA,NA,0,2,0
"2253","ENSMUSG00000086197",NA,NA,NA,0,3,0
"2254","ENSMUSG00000086735",NA,NA,NA,0,1,0
"2255","ENSMUSG00000086221",NA,NA,NA,0,2,0
"2256","ENSMUSG00000100046",NA,NA,NA,0,2,0
"2257","ENSMUSG00000046804",NA,NA,NA,0,2,0
"2258","ENSMUSG00000027317",NA,NA,NA,0,1,0
"2259","ENSMUSG00000033852",NA,NA,NA,0,15,0
"2260","ENSMUSG00000046971",NA,NA,NA,0,1,0
"2261","ENSMUSG00000053675",NA,NA,NA,0,2,0
"2262","ENSMUSG00000046110",NA,NA,NA,0,1,0
"2263","ENSMUSG00000086913",NA,NA,NA,0,1,0
"2264","ENSMUSG00000079071",NA,NA,NA,0,2,0
"2265","ENSMUSG00000060131",NA,NA,NA,0,7,0
"2266","ENSMUSG00000027380",NA,NA,NA,0,5,0
"2267","ENSMUSG00000074812",NA,NA,NA,0,1,0
"2268","ENSMUSG00000043727",NA,NA,NA,0,21,0
"2269","ENSMUSG00000086831",NA,NA,NA,0,11,0
"2270","ENSMUSG00000098754",NA,NA,NA,0,13,0
"2271","ENSMUSG00000085640",NA,NA,NA,0,2,0
"2272","ENSMUSG00000074764",NA,NA,NA,0,12,0
"2273","ENSMUSG00000027416",NA,NA,NA,0,1,0
"2274","ENSMUSG00000037307",NA,NA,NA,0,2,0
"2275","ENSMUSG00000087521",NA,NA,NA,0,2,0
"2276","ENSMUSG00000037034",NA,NA,NA,0,1,0
"2277","ENSMUSG00000086141",NA,NA,NA,0,3,0
"2278","ENSMUSG00000027445",NA,NA,NA,0,1,0
"2279","ENSMUSG00000081580",NA,NA,NA,0,1,0
"2280","ENSMUSG00000086963",NA,NA,NA,0,2,0
"2281","ENSMUSG00000033156",NA,NA,NA,0,1,0
"2282","ENSMUSG00000086659",NA,NA,NA,0,2,0
"2283","ENSMUSG00000087004",NA,NA,NA,0,8,0
"2284","ENSMUSG00000074681",NA,NA,NA,0,4,0
"2285","ENSMUSG00000027468",NA,NA,NA,0,1,0
"2286","ENSMUSG00000074679",NA,NA,NA,0,1,0
"2287","ENSMUSG00000082079",NA,NA,NA,0,2,0
"2288","ENSMUSG00000027596",NA,NA,NA,0,97,0
"2289","ENSMUSG00000074628",NA,NA,NA,0,1,0
"2290","ENSMUSG00000086558",NA,NA,NA,0,3,0
"2291","ENSMUSG00000078956",NA,NA,NA,0,1,0
"2292","ENSMUSG00000067745",NA,NA,NA,0,1,0
"2293","ENSMUSG00000086036",NA,NA,NA,0,1,0
"2294","ENSMUSG00000090996",NA,NA,NA,0,65,0
"2295","ENSMUSG00000017300",NA,NA,NA,0,1,0
"2296","ENSMUSG00000084816",NA,NA,NA,0,2,0
"2297","ENSMUSG00000087351",NA,NA,NA,0,1,0
"2298","ENSMUSG00000082665",NA,NA,NA,0,2,0
"2299","ENSMUSG00000085596",NA,NA,NA,0,33,0
"2300","ENSMUSG00000089739",NA,NA,NA,0,18,0
"2301","ENSMUSG00000085267",NA,NA,NA,0,2,0
"2302","ENSMUSG00000087648",NA,NA,NA,0,1,0
"2303","ENSMUSG00000086783",NA,NA,NA,0,5,0
"2304","ENSMUSG00000038567",NA,NA,NA,0,1,0
"2305","ENSMUSG00000085158",NA,NA,NA,0,2,0
"2306","ENSMUSG00000087409",NA,NA,NA,0,1,0
"2307","ENSMUSG00000085949",NA,NA,NA,0,1,0
"2308","ENSMUSG00000086941",NA,NA,NA,0,2,0
"2309","ENSMUSG00000087293",NA,NA,NA,0,3,0
"2310","ENSMUSG00000045794",NA,NA,NA,0,1,0
